대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
소방설비,소방시설공사업(전문),5401,영일전설주식회사,이창봉,경기(남),2017-02-00225,712000,,,,,,
소방설비,소방시설공사업(전문),5402,명승파워넷 주식회사,공건식,서울,2020-02-00266,711900,,,,,,
소방설비,소방시설공사업(전문),5403,(주)우송방재,장상욱,대전,제2015-4호,711200,,,,,,
소방설비,소방시설공사업(전문),5404,주식회사 태경소방,조태철,대구,2017-02-00218,711100,,,,,,
소방설비,소방시설공사업(전문),5405,주식회사 하나소방이엔지,박혜원,충남,2025-02-00206,710500,,,,,,
소방설비,소방시설공사업(전문),5406,주식회사 한창종합건설,김명환,경기(북),2021-02-00111,710200,,,,,,
소방설비,소방시설공사업(전문),5407,주식회사 드림방재,김완제,대전,2021-02-00166,709400,,,,,,
소방설비,소방시설공사업(전문),5408,현대전력 주식회사,김현,충남,2018-02-00180,709100,,,,,,
소방설비,소방시설공사업(전문),5409,대성건설,문서연,경기(남),2024-02-00246,708800,,,,,,
소방설비,소방시설공사업(전문),5410,(주)도원이엔씨,곽우희,전남광주(전남),2020-02-00370,708400,,,,,,
소방설비,소방시설공사업(전문),5411,주식회사 대진이엔지,김현주,경기(남),2016-02-00291,708300,,,,,,
소방설비,소방시설공사업(전문),5412,(주)경인토건,이명호,서울,2018-02-00473,708200,,,,,,
소방설비,소방시설공사업(전문),5413,덕성이엔씨 주식회사,김준석,서울,2020-02-00080,708100,,,,,,
소방설비,소방시설공사업(전문),5414,영진건설 주식회사,최무영,전남광주(광주),2024-02-00331,707900,,,,,,
